"Statistic Label","CensusYear","Sex","Means of Travel","At Work, Childcare, School or College","UNIT","VALUE"
"Persons Usually Resident and Present in the State","1991","Male","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","7880"
"Persons Usually Resident and Present in the State","1991","Male","Train, DART or LUAS","All persons","Number","15517"
"Persons Usually Resident and Present in the State","1991","Male","Train, DART or LUAS","Population aged 15 years and over at work","Number","10352"
"Persons Usually Resident and Present in the State","1991","Male","Train, DART or LUAS","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","438"
"Persons Usually Resident and Present in the State","1991","Male","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","2263"
"Persons Usually Resident and Present in the State","1991","Male","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","2464"
"Persons Usually Resident and Present in the State","1991","Male","Motorcycle or scooter","All persons","Number","11279"
"Persons Usually Resident and Present in the State","1991","Male","Motorcycle or scooter","Population aged 15 years and over at work","Number","10463"
"Persons Usually Resident and Present in the State","1991","Male","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","293"
"Persons Usually Resident and Present in the State","1991","Male","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","523"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Driver","All persons","Number","305630"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Driver","Population aged 15 years and over at work","Number","303338"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","396"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Driver","Students at school or college aged 19 years and over","Number","1896"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Passenger","All persons","Number","131048"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Passenger","Population aged 15 years and over at work","Number","33067"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Passenger","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","73398"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","21937"
"Persons Usually Resident and Present in the State","1991","Male","Motor car: Passenger","Students at school or college aged 19 years and over","Number","2646"
"Persons Usually Resident and Present in the State","1991","Male","Other means (incl. lorry or van)","All persons","Number","43910"
"Persons Usually Resident and Present in the State","1991","Male","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","41646"
"Persons Usually Resident and Present in the State","1991","Male","Other means (incl. lorry or van)","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","1375"
"Persons Usually Resident and Present in the State","1991","Male","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","648"
"Persons Usually Resident and Present in the State","1991","Male","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","241"
"Persons Usually Resident and Present in the State","1991","Male","Not stated","All persons","Number","50109"
"Persons Usually Resident and Present in the State","1991","Male","Not stated","Population aged 15 years and over at work","Number","19979"
"Persons Usually Resident and Present in the State","1991","Male","Not stated","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","1991","Male","Not stated","Children at school aged between 5 and 12 years","Number","19591"
"Persons Usually Resident and Present in the State","1991","Male","Not stated","Students at school or college aged between 13 and 18 years","Number","9068"
